Column       MSE            MAE            RMSE           RSE            PC             R^2            
col_1780     4.60566e-04    1.98141e-02    2.14608e-02    1.31814e+00    NaN            -3.18140e-01   
col_1781     1.54845e-01    3.92614e-01    3.93504e-01    2.21258e+02    NaN            -2.20258e+02   
col_1782     4.91850e-02    1.99380e-01    2.21777e-01    5.21432e+00    NaN            -4.21432e+00   
col_1783     7.74569e-01    8.79306e-01    8.80096e-01    5.57462e+02    NaN            -5.56462e+02   
col_1784     3.70886e-01    6.03867e-01    6.09004e-01    6.66453e+01    -5.11458e-01   -6.56453e+01   
col_1785     3.97360e-02    1.88390e-01    1.99339e-01    9.35973e+00    NaN            -8.35973e+00   
col_1786     4.18133e-01    6.45410e-01    6.46632e-01    8.02457e+01    8.44535e-01    -7.92457e+01   
col_1787     7.42751e-01    8.54692e-01    8.61830e-01    1.14020e+02    -7.75479e-01   -1.13020e+02   
col_1788     3.60025e-02    1.88789e-01    1.89743e-01    9.97018e+01    NaN            -9.87018e+01   
col_1789     1.94534e-01    4.38135e-01    4.41060e-01    7.56468e+01    NaN            -7.46468e+01   
col_1790     2.32400e-02    1.49624e-01    1.52447e-01    4.78090e+01    2.61246e-02    -4.68090e+01   
col_1791     8.56718e-02    2.91886e-01    2.92697e-01    1.80679e+02    NaN            -1.79679e+02   
col_1792     3.60799e-01    5.82612e-01    6.00665e-01    2.29212e+01    -7.86813e-01   -2.19212e+01   
col_1793     6.16945e-01    7.71439e-01    7.85459e-01    2.82645e+01    NaN            -2.72645e+01   
col_1794     7.23021e-02    2.68667e-01    2.68890e-01    6.02748e+02    NaN            -6.01748e+02   
col_1795     6.46223e-01    8.02269e-01    8.03880e-01    1.95658e+02    5.94162e-01    -1.94658e+02   
col_1796     1.89176e-01    4.30338e-01    4.34944e-01    4.74602e+01    NaN            -4.64602e+01   
col_1797     8.45800e-02    2.85449e-01    2.90826e-01    4.49909e+01    -5.15688e-01   -4.39909e+01   
col_1798     1.48529e-01    3.85189e-01    3.85394e-01    8.91896e+02    5.35147e-01    -8.90896e+02   
col_1799     1.34717e+00    1.15948e+00    1.16068e+00    4.42904e+02    2.90569e-01    -4.41904e+02   
col_1800     7.69105e-03    7.77835e-02    8.76986e-02    4.68743e+00    NaN            -3.68743e+00   
col_1801     6.68899e-01    8.14441e-01    8.17862e-01    1.19777e+02    NaN            -1.18777e+02   
col_1802     1.90223e-02    1.35778e-01    1.37921e-01    3.24251e+01    NaN            -3.14251e+01   
col_1803     2.70737e-01    5.18907e-01    5.20324e-01    1.83834e+02    NaN            -1.82834e+02   
col_1804     1.07439e-02    9.14786e-02    1.03653e-01    1.72493e+00    -7.02612e-01   -7.24929e-01   
col_1805     6.95646e-01    8.33617e-01    8.34054e-01    9.55041e+02    NaN            -9.54041e+02   
col_1806     1.58976e+00    1.26063e+00    1.26086e+00    3.23654e+03    2.72405e-01    -3.23554e+03   
col_1807     2.24501e-01    4.55477e-01    4.73815e-01    1.31740e+01    NaN            -1.21740e+01   
col_1808     1.47327e-01    3.77366e-01    3.83832e-01    2.99328e+01    NaN            -2.89328e+01   
col_1809     3.30263e-01    5.58131e-01    5.74685e-01    1.76114e+01    NaN            -1.66114e+01   
col_1810     1.02370e-01    3.07685e-01    3.19954e-01    1.32943e+01    NaN            -1.22943e+01   
col_1811     8.92500e-02    2.98416e-01    2.98747e-01    4.51486e+02    NaN            -4.50486e+02   
col_1812     4.84419e-02    2.14124e-01    2.20095e-01    1.86820e+01    NaN            -1.76820e+01   
col_1813     1.87025e-02    1.35830e-01    1.36757e-01    7.40528e+01    NaN            -7.30528e+01   
col_1814     1.46833e-01    3.76111e-01    3.83188e-01    2.73272e+01    NaN            -2.63272e+01   
col_1815     1.25494e-02    1.01660e-01    1.12024e-01    3.36540e+00    NaN            -2.36540e+00   
col_1816     3.83954e-01    6.06906e-01    6.19640e-01    2.45826e+01    NaN            -2.35826e+01   
col_1817     1.88360e-02    1.26647e-01    1.37244e-01    1.46585e+00    -3.42388e-01   -4.65851e-01   
col_1818     3.09428e-02    1.65251e-01    1.75906e-01    1.98338e+01    -6.97471e-01   -1.88338e+01   
col_1819     4.44517e-01    6.61952e-01    6.66721e-01    4.10946e+02    -2.95146e-01   -4.09946e+02   
col_1820     4.47399e-01    6.62476e-01    6.68879e-01    5.60650e+02    -5.45935e-01   -5.59650e+02   
col_1821     1.03478e+00    1.01370e+00    1.01724e+00    1.13276e+03    -5.66050e-01   -1.13176e+03   
col_1822     7.73944e-01    8.72326e-01    8.79741e-01    1.50302e+02    -6.51612e-01   -1.49302e+02   
col_1823     1.63295e-02    1.25259e-01    1.27787e-01    2.55310e+01    NaN            -2.45310e+01   
col_1824     9.56893e-01    9.78076e-01    9.78209e-01    3.67454e+03    NaN            -3.67354e+03   
col_1825     5.82288e-01    7.59825e-01    7.63078e-01    1.17523e+02    NaN            -1.16523e+02   
col_1826     3.68224e-01    6.01964e-01    6.06815e-01    6.28002e+01    NaN            -6.18002e+01   
col_1827     9.19371e-01    9.58640e-01    9.58838e-01    2.41671e+03    NaN            -2.41571e+03   
col_1828     2.67461e-01    5.10456e-01    5.17167e-01    1.61419e+03    4.27294e-01    -1.61319e+03   
col_1829     1.64754e-03    3.31257e-02    4.05900e-02    1.46764e+00    7.25831e-01    -4.67637e-01   
col_1830     2.48341e-01    4.68006e-01    4.98338e-01    6.41414e+01    -6.22328e-01   -6.31414e+01   
col_1831     2.89594e-01    5.33892e-01    5.38140e-01    6.35995e+01    NaN            -6.25995e+01   
col_1832     3.16475e-01    5.62072e-01    5.62561e-01    5.51030e+02    2.20118e-01    -5.50030e+02   
col_1833     9.87591e-03    8.94994e-02    9.93776e-02    1.49215e+00    -7.74384e-01   -4.92149e-01   
col_1834     6.24044e-01    7.85321e-01    7.89965e-01    8.53037e+01    NaN            -8.43037e+01   
col_1835     8.84591e-02    2.87373e-01    2.97421e-01    1.50550e+01    NaN            -1.40550e+01   
col_1836     4.34035e-01    6.51259e-01    6.58814e-01    4.38530e+01    NaN            -4.28530e+01   
col_1837     3.91178e-01    6.21242e-01    6.25442e-01    4.64264e+01    6.22771e-01    -4.54264e+01   
col_1838     8.44225e-03    8.57301e-02    9.18817e-02    1.32093e+01    7.83637e-01    -1.22093e+01   
col_1839     4.06987e-01    6.27428e-01    6.37955e-01    3.05525e+01    NaN            -2.95525e+01   
col_1840     5.91835e-02    2.40277e-01    2.43277e-01    4.08010e+01    NaN            -3.98010e+01   
col_1841     2.59889e-01    4.98313e-01    5.09793e-01    4.66947e+02    2.33451e-01    -4.65947e+02   
col_1842     5.34626e-02    2.22556e-01    2.31220e-01    1.43710e+02    -2.26046e-01   -1.42710e+02   
col_1843     2.76513e-01    5.25048e-01    5.25845e-01    3.94141e+03    -4.20217e-01   -3.94041e+03   
col_1844     1.63702e-04    1.07024e-02    1.27946e-02    1.04310e+00    NaN            -4.30996e-02   
col_1845     1.06596e-01    3.25306e-01    3.26490e-01    1.38109e+02    NaN            -1.37109e+02   
col_1846     1.25164e+00    1.11807e+00    1.11877e+00    1.27892e+03    -1.77801e-01   -1.27792e+03   
col_1847     3.09092e-02    1.66061e-01    1.75810e-01    7.28980e+00    4.71184e-01    -6.28980e+00   
col_1848     2.61397e-03    4.41944e-02    5.11270e-02    9.05242e+00    -7.23196e-01   -8.05244e+00   
col_1849     1.26540e-01    3.55338e-01    3.55724e-01    4.61393e+02    NaN            -4.60393e+02   
col_1850     4.29237e-01    6.49086e-01    6.55162e-01    5.41685e+01    NaN            -5.31685e+01   
col_1851     2.27282e-02    1.38760e-01    1.50759e-01    2.20603e+00    8.28663e-01    -1.20603e+00   
col_1852     5.68846e-01    7.51395e-01    7.54219e-01    9.84179e+01    5.93244e-01    -9.74179e+01   
col_1853     3.01569e-01    5.47170e-01    5.49153e-01    1.01951e+02    7.48577e-01    -1.00951e+02   
col_1854     2.68954e-01    5.18020e-01    5.18608e-01    1.16364e+03    -8.49540e-01   -1.16264e+03   
col_1855     4.71377e-01    6.86082e-01    6.86569e-01    4.61321e+02    6.96179e-01    -4.60321e+02   
col_1856     9.07186e-03    7.26812e-02    9.52463e-02    1.42185e+00    -7.91922e-01   -4.21858e-01   
col_1857     2.69867e-01    5.18261e-01    5.19487e-01    1.40839e+02    8.37513e-01    -1.39839e+02   
col_1858     5.76951e-01    7.58562e-01    7.59573e-01    3.75905e+02    NaN            -3.74905e+02   
col_1859     1.08057e-02    9.99065e-02    1.03951e-01    1.31074e+01    NaN            -1.21074e+01   
col_1860     2.24905e-02    1.27353e-01    1.49968e-01    4.75213e+00    -9.39547e-01   -3.75213e+00   
col_1861     7.66990e-03    8.09239e-02    8.75779e-02    4.98205e+01    2.88444e-01    -4.88205e+01   
col_1862     2.11479e-01    4.59294e-01    4.59869e-01    2.78435e+02    7.21027e-01    -2.77435e+02   
col_1863     1.27961e+00    1.13015e+00    1.13120e+00    4.42337e+02    4.44332e-01    -4.41337e+02   
col_1864     2.32580e-01    4.78274e-01    4.82266e-01    2.10817e+02    -3.84238e-01   -2.09817e+02   
col_1865     7.26615e-02    2.58027e-01    2.69558e-01    1.51153e+01    -7.91525e-01   -1.41153e+01   
col_1866     3.44003e-01    5.85684e-01    5.86517e-01    3.51920e+02    NaN            -3.50920e+02   
col_1867     3.90731e-02    1.80391e-01    1.97669e-01    4.97874e+00    NaN            -3.97874e+00   
col_1868     6.27796e-02    2.43297e-01    2.50559e-01    1.27597e+01    5.21327e-01    -1.17597e+01   
col_1869     2.21218e-01    4.56965e-01    4.70338e-01    2.34956e+01    -3.03725e-01   -2.24956e+01   
col_1870     6.72207e-01    8.17986e-01    8.19882e-01    2.16411e+02    NaN            -2.15411e+02   
col_1871     3.86983e-01    6.21882e-01    6.22079e-01    7.26725e+02    7.86170e-01    -7.25725e+02   
col_1872     4.79014e-01    6.91260e-01    6.92108e-01    1.58360e+03    9.01587e-02    -1.58260e+03   
col_1873     2.22806e-01    4.55106e-01    4.72023e-01    1.67023e+01    -8.27721e-01   -1.57023e+01   
col_1874     3.59237e-01    5.90853e-01    5.99364e-01    3.56497e+01    1.48360e-01    -3.46497e+01   
col_1875     2.67828e-01    5.04607e-01    5.17521e-01    3.44579e+01    -5.09294e-01   -3.34579e+01   
col_1876     9.78344e-03    9.01909e-02    9.89113e-02    4.00955e+00    NaN            -3.00955e+00   
col_1877     2.73451e-01    5.10951e-01    5.22926e-01    2.20879e+01    NaN            -2.10879e+01   
col_1878     5.40050e-02    1.58924e-01    2.32390e-01    2.08871e+00    -7.73105e-01   -1.08871e+00   
col_1879     1.92876e+00    1.38874e+00    1.38880e+00    5.33499e+04    -2.59527e-01   -5.33489e+04   
col_1880     1.14737e-02    7.16597e-02    1.07116e-01    2.17709e+00    -6.43928e-01   -1.17708e+00   
col_1881     3.53235e-02    1.77402e-01    1.87945e-01    1.16740e+01    -6.40429e-01   -1.06740e+01   
col_1882     2.62554e-01    5.11295e-01    5.12400e-01    2.31939e+02    NaN            -2.30939e+02   
col_1883     1.85658e-01    4.24009e-01    4.30880e-01    3.16079e+01    NaN            -3.06079e+01   
col_1884     1.41300e-01    3.52569e-01    3.75900e-01    1.09494e+01    -6.27981e-01   -9.94944e+00   
col_1885     1.31162e+00    1.14244e+00    1.14526e+00    2.29820e+03    -4.73105e-01   -2.29720e+03   
col_1886     1.83459e-01    4.26833e-01    4.28321e-01    5.00047e+01    8.10542e-01    -4.90047e+01   
col_1887     1.79203e-01    4.23124e-01    4.23324e-01    1.05949e+03    NaN            -1.05849e+03   
col_1888     1.01705e-03    2.24082e-02    3.18913e-02    1.78787e+00    NaN            -7.87868e-01   
col_1889     4.08254e-02    1.74333e-01    2.02053e-01    9.28654e+01    -7.60414e-01   -9.18654e+01   
col_1890     5.26345e-03    5.11257e-02    7.25496e-02    3.72689e+01    8.31956e-01    -3.62690e+01   
col_1891     2.87397e-03    3.37320e-02    5.36095e-02    1.08667e+00    NaN            -8.66659e-02   
col_1892     2.89282e-01    5.36540e-01    5.37849e-01    2.05565e+02    NaN            -2.04565e+02   
col_1893     4.11115e-01    6.33136e-01    6.41183e-01    4.00941e+01    NaN            -3.90941e+01   
col_1894     9.50902e-02    3.03076e-01    3.08367e-01    2.93926e+01    NaN            -2.83926e+01   
col_1895     5.24687e-01    7.23801e-01    7.24353e-01    6.56361e+02    NaN            -6.55361e+02   
col_1896     1.19574e-02    9.90258e-02    1.09350e-01    5.55831e+00    NaN            -4.55831e+00   
col_1897     2.23951e-01    4.60727e-01    4.73235e-01    4.46497e+01    -6.60207e-01   -4.36497e+01   
col_1898     1.57253e-01    3.83269e-01    3.96551e-01    4.71146e+01    -5.53505e-01   -4.61146e+01   
col_1899     4.55663e-01    6.72867e-01    6.75028e-01    1.56464e+02    NaN            -1.55464e+02   
col_1900     9.76261e-02    2.96569e-01    3.12452e-01    1.33062e+01    -4.92571e-01   -1.23062e+01   
col_1901     6.11242e-01    7.71360e-01    7.81820e-01    4.24601e+03    4.15048e-01    -4.24501e+03   
col_1902     1.37663e-01    3.63958e-01    3.71029e-01    3.69030e+01    -1.85366e-01   -3.59030e+01   
col_1903     1.36636e-02    9.81702e-02    1.16892e-01    2.70332e+00    3.94493e-01    -1.70332e+00   
col_1904     1.40105e-01    3.71364e-01    3.74305e-01    6.38866e+01    NaN            -6.28866e+01   
col_1905     5.76247e-01    7.54127e-01    7.59109e-01    1.40540e+03    -6.95995e-01   -1.40440e+03   
col_1906     2.80778e-03    5.08353e-02    5.29885e-02    1.25597e+01    NaN            -1.15597e+01   
col_1907     1.51350e-01    3.87927e-01    3.89037e-01    1.75480e+02    NaN            -1.74480e+02   
col_1908     8.56087e-02    2.76093e-01    2.92590e-01    1.60047e+01    -3.36986e-01   -1.50047e+01   
col_1909     3.79365e-01    6.06439e-01    6.15926e-01    3.27153e+01    NaN            -3.17153e+01   
col_1910     1.86474e-02    1.33647e-01    1.36556e-01    6.09247e+01    2.49653e-01    -5.99247e+01   
col_1911     7.92265e-02    2.80980e-01    2.81472e-01    1.15155e+02    7.91819e-01    -1.14155e+02   
col_1912     7.60206e-02    2.67445e-01    2.75718e-01    2.43128e+01    -4.63616e-01   -2.33128e+01   
col_1913     1.63281e-01    3.99650e-01    4.04081e-01    6.60327e+01    -5.43783e-01   -6.50327e+01   
col_1914     3.70868e-02    1.85457e-01    1.92579e-01    2.95697e+02    -6.85117e-01   -2.94697e+02   
col_1915     3.98355e-03    5.86157e-02    6.31154e-02    7.27260e+00    NaN            -6.27260e+00   
col_1916     4.44087e-03    6.41216e-02    6.66399e-02    1.90557e+00    -1.63085e-01   -9.05560e-01   
col_1917     3.03640e-02    1.71370e-01    1.74253e-01    4.27498e+01    1.56663e-01    -4.17497e+01   
col_1918     1.22653e-02    9.66240e-02    1.10749e-01    1.94283e+00    -3.38683e-01   -9.42831e-01   
col_1919     4.84653e-01    6.63063e-01    6.96170e-01    2.55606e+01    -4.78817e-01   -2.45606e+01   
col_1920     5.64383e-01    7.49302e-01    7.51254e-01    1.92643e+02    NaN            -1.91643e+02   
col_1921     3.88963e-01    6.20991e-01    6.23669e-01    1.16678e+02    NaN            -1.15678e+02   
col_1922     4.99303e-01    7.03954e-01    7.06614e-01    1.33109e+02    NaN            -1.32109e+02   
col_1923     1.72379e-01    4.07460e-01    4.15185e-01    2.71256e+01    NaN            -2.61256e+01   
col_1924     2.47299e-01    4.95818e-01    4.97291e-01    1.68941e+02    NaN            -1.67941e+02   
col_1925     1.88989e-01    4.26878e-01    4.34728e-01    2.79409e+01    NaN            -2.69409e+01   
col_1926     5.52450e-01    7.41760e-01    7.43270e-01    2.46394e+02    NaN            -2.45394e+02   
col_1927     2.91609e-01    5.35328e-01    5.40008e-01    5.79501e+01    NaN            -5.69501e+01   
col_1928     7.99585e-01    8.93069e-01    8.94195e-01    4.87168e+02    5.04863e-01    -4.86168e+02   
col_1929     2.59978e-01    5.07957e-01    5.09880e-01    1.32849e+02    NaN            -1.31849e+02   
col_1930     2.20945e-02    1.46145e-01    1.48642e-01    3.00140e+01    NaN            -2.90140e+01   
col_1931     3.27839e-03    5.01441e-02    5.72572e-02    2.60410e+01    9.16012e-01    -2.50410e+01   
col_1932     7.69913e-01    8.75303e-01    8.77447e-01    1.54460e+02    5.80927e-01    -1.53460e+02   
col_1933     2.17607e-01    4.65380e-01    4.66483e-01    2.11594e+02    NaN            -2.10594e+02   
col_1934     3.23939e-03    4.83579e-02    5.69157e-02    5.92899e+00    -2.29753e-01   -4.92897e+00   
col_1935     4.18727e-01    6.42355e-01    6.47091e-01    6.85670e+01    NaN            -6.75670e+01   
col_1936     1.65173e-03    2.10316e-02    4.06415e-02    1.26881e+00    NaN            -2.68809e-01   
col_1937     2.22152e-01    4.69038e-01    4.71330e-01    1.03084e+02    NaN            -1.02084e+02   
col_1938     6.97138e-02    2.63717e-01    2.64034e-01    4.16769e+02    NaN            -4.15769e+02   
col_1939     1.43248e-01    3.75731e-01    3.78482e-01    6.90357e+01    NaN            -6.80357e+01   
col_1940     5.39655e-01    7.32725e-01    7.34612e-01    2.51749e+02    5.18532e-01    -2.50749e+02   
col_1941     1.76033e-02    1.24851e-01    1.32677e-01    1.06960e+01    -4.34848e-01   -9.69599e+00   
col_1942     2.24865e-01    4.72023e-01    4.74199e-01    1.18336e+02    -1.65924e-01   -1.17336e+02   
col_1943     1.22504e+00    1.10555e+00    1.10682e+00    3.83205e+02    4.85645e-01    -3.82205e+02   
col_1944     1.02028e-01    3.17742e-01    3.19418e-01    9.55465e+01    NaN            -9.45465e+01   
col_1945     1.32404e-02    1.05474e-01    1.15067e-01    6.25840e+00    NaN            -5.25840e+00   
col_1946     8.50360e-03    8.84023e-02    9.22150e-02    8.56621e+00    7.06255e-01    -7.56623e+00   
col_1947     1.66535e+00    1.29046e+00    1.29048e+00    3.27128e+04    3.89032e-01    -3.27118e+04   
col_1948     5.94283e-02    2.43445e-01    2.43779e-01    6.96541e+02    -8.18104e-02   -6.95541e+02   
col_1949     1.40450e-02    1.15351e-01    1.18512e-01    1.89992e+01    NaN            -1.79992e+01   
col_1950     7.14713e-01    8.43018e-01    8.45407e-01    6.17210e+02    9.72998e-02    -6.16210e+02   
col_1951     4.30099e-02    2.04242e-01    2.07388e-01    8.72222e+01    2.07377e-01    -8.62222e+01   
col_1952     2.02724e-01    4.48568e-01    4.50249e-01    1.34233e+02    NaN            -1.33233e+02   
col_1953     1.95989e-01    4.42623e-01    4.42706e-01    2.65670e+03    NaN            -2.65570e+03   
col_1954     3.42954e-01    5.83832e-01    5.85623e-01    2.84602e+02    -2.64468e-01   -2.83602e+02   
col_1955     1.42741e-01    3.75122e-01    3.77811e-01    6.88526e+02    -1.52604e-01   -6.87526e+02   
col_1956     3.20296e-01    5.63339e-01    5.65947e-01    5.46273e+02    -9.13690e-02   -5.45273e+02   
col_1957     1.80426e-01    4.24109e-01    4.24765e-01    3.23972e+02    NaN            -3.22972e+02   
col_1958     2.88708e-04    1.36033e-02    1.69914e-02    1.07997e+00    NaN            -7.99723e-02   
col_1959     1.86817e-01    4.30140e-01    4.32223e-01    1.04002e+02    NaN            -1.03002e+02   
col_1960     3.60611e-02    1.89133e-01    1.89898e-01    1.24433e+02    NaN            -1.23433e+02   
col_1961     3.37747e-02    1.80389e-01    1.83779e-01    2.73557e+01    NaN            -2.63557e+01   
col_1962     1.39247e-01    3.73006e-01    3.73158e-01    1.22700e+03    NaN            -1.22600e+03   
col_1963     2.25438e-03    4.39954e-02    4.74803e-02    7.07182e+00    NaN            -6.07182e+00   
col_1964     1.23339e-01    3.45770e-01    3.51197e-01    3.26075e+01    NaN            -3.16075e+01   
col_1965     7.26494e-02    2.62695e-01    2.69536e-01    1.94421e+01    2.89112e-01    -1.84421e+01   
col_1966     4.56902e-01    6.73950e-01    6.75945e-01    1.69620e+02    NaN            -1.68620e+02   
col_1967     8.87594e-01    9.40068e-01    9.42122e-01    5.23949e+02    -2.15007e-01   -5.22949e+02   
col_1968     1.51110e-03    2.83312e-02    3.88728e-02    1.00367e+00    NaN            -3.66527e-03   
col_1969     1.34482e+00    1.15829e+00    1.15966e+00    5.37737e+02    -2.64028e-01   -5.36737e+02   
col_1970     9.04406e-04    2.22138e-02    3.00733e-02    1.97455e+00    -3.58874e-05   -9.74530e-01   
col_1971     2.82925e-02    1.68002e-01    1.68204e-01    1.50723e+02    7.99171e-01    -1.49723e+02   
col_1972     5.79310e-01    7.60958e-01    7.61124e-01    6.18377e+03    -2.46941e-01   -6.18277e+03   
col_1973     8.46227e-01    9.18082e-01    9.19906e-01    2.08451e+02    6.09596e-01    -2.07451e+02   
col_1974     4.67169e-02    2.14974e-01    2.16141e-01    1.85024e+02    -4.73460e-02   -1.84024e+02   
col_1975     2.46889e-01    4.92928e-01    4.96879e-01    4.92746e+01    6.39888e-01    -4.82746e+01   
col_1976     2.40598e-01    4.90388e-01    4.90508e-01    1.39576e+03    6.11502e-01    -1.39476e+03   
col_1977     1.04007e+00    1.01970e+00    1.01984e+00    2.12943e+03    6.78567e-01    -2.12843e+03   
col_1978     1.69615e+00    1.30218e+00    1.30236e+00    1.43250e+04    -9.08658e-01   -1.43240e+04   
col_1979     5.78172e-01    7.57019e-01    7.60376e-01    1.48787e+02    -6.98847e-01   -1.47787e+02   
col_1980     1.21224e+00    1.10031e+00    1.10102e+00    5.98469e+02    5.24789e-01    -5.97469e+02   
col_1981     6.47512e-01    8.02150e-01    8.04681e-01    1.37079e+02    4.92933e-01    -1.36079e+02   
col_1982     3.10080e-01    5.54706e-01    5.56848e-01    1.30198e+02    NaN            -1.29198e+02   
col_1983     1.83499e-01    4.27532e-01    4.28368e-01    2.56538e+02    NaN            -2.55538e+02   
col_1984     1.36970e-01    3.67848e-01    3.70095e-01    6.26649e+01    5.33139e-01    -6.16649e+01   
col_1985     4.06538e-01    6.36082e-01    6.37603e-01    4.14176e+02    2.69465e-01    -4.13176e+02   
col_1986     5.00734e-01    7.07224e-01    7.07625e-01    1.70786e+04    4.89231e-01    -1.70776e+04   
col_1987     2.62339e-01    5.06490e-01    5.12190e-01    2.43380e+02    -9.08444e-01   -2.42380e+02   
col_1988     2.94314e-01    5.38226e-01    5.42507e-01    6.36101e+01    NaN            -6.26101e+01   
col_1989     1.44054e-01    3.78118e-01    3.79544e-01    3.32058e+02    2.92653e-01    -3.31058e+02   
col_1990     3.18247e-01    5.63405e-01    5.64134e-01    7.41748e+02    -2.72415e-01   -7.40748e+02   
col_1991     1.99163e-02    1.27525e-01    1.41125e-01    4.59231e+01    3.02754e-01    -4.49231e+01   
col_1992     3.81955e-01    6.17419e-01    6.18025e-01    4.57540e+02    3.24124e-01    -4.56540e+02   
col_1993     1.16471e-01    3.38507e-01    3.41279e-01    1.02755e+02    -1.67639e-01   -1.01755e+02   
col_1994     1.91161e-01    4.35515e-01    4.37220e-01    1.11715e+02    3.82541e-01    -1.10715e+02   
col_1995     1.29705e-01    3.60051e-01    3.60146e-01    4.73262e+03    6.52651e-01    -4.73162e+03   
col_1996     5.98507e-01    7.71261e-01    7.73632e-01    1.40888e+02    5.00527e-01    -1.39888e+02   
col_1997     5.63040e-01    7.47966e-01    7.50360e-01    2.15933e+02    -7.43069e-01   -2.14933e+02   
col_1998     2.96176e-03    4.69672e-02    5.44220e-02    3.91853e+00    NaN            -2.91853e+00   
col_1999     1.32058e-02    1.11960e-01    1.14916e-01    1.96858e+01    NaN            -1.86858e+01   
col_2000     9.56077e-02    3.03493e-01    3.09205e-01    3.81969e+01    -7.65037e-01   -3.71969e+01   
col_2001     1.51438e-01    3.81545e-01    3.89151e-01    2.58334e+01    NaN            -2.48334e+01   
col_2002     6.87944e-01    8.29379e-01    8.29424e-01    9.27507e+03    NaN            -9.27407e+03   
col_2003     5.78347e-01    7.60101e-01    7.60492e-01    9.74382e+02    NaN            -9.73382e+02   
col_2004     3.00270e-03    3.89363e-02    5.47969e-02    1.30179e+00    NaN            -3.01786e-01   
col_2005     2.08529e-01    4.56230e-01    4.56650e-01    5.44743e+02    NaN            -5.43743e+02   
col_2006     1.91501e+00    1.38374e+00    1.38384e+00    4.40176e+04    -7.57768e-01   -4.40166e+04   
col_2007     4.10309e-01    6.37656e-01    6.40554e-01    1.10758e+02    NaN            -1.09758e+02   
col_2008     3.50986e-01    5.92068e-01    5.92440e-01    7.94699e+02    NaN            -7.93699e+02   
col_2009     9.79463e-01    9.89637e-01    9.89678e-01    1.19575e+04    NaN            -1.19565e+04   
col_2010     1.26655e-01    3.55686e-01    3.55886e-01    8.90944e+02    NaN            -8.89944e+02   
col_2011     9.34265e-01    9.66474e-01    9.66574e-01    4.85733e+03    NaN            -4.85633e+03   
col_2012     9.88100e-01    9.94020e-01    9.94032e-01    4.01050e+04    NaN            -4.01040e+04   
col_2013     4.00930e-02    1.98753e-01    2.00232e-01    1.14985e+02    -3.11739e-01   -1.13985e+02   
col_2014     1.56391e+00    1.25036e+00    1.25056e+00    6.81576e+03    -6.70247e-01   -6.81476e+03   
col_2015     7.11708e-02    2.60653e-01    2.66779e-01    3.87858e+01    5.42197e-01    -3.77858e+01   
col_2016     2.76156e-01    5.24544e-01    5.25505e-01    2.14591e+02    5.32286e-01    -2.13591e+02   
col_2017     5.71942e-02    2.11737e-01    2.39153e-01    1.22440e+03    -1.17329e-01   -1.22340e+03   
col_2018     2.38342e-03    4.26490e-02    4.88202e-02    1.00220e+00    NaN            -2.20175e-03   
col_2019     7.02038e-02    2.63565e-01    2.64960e-01    9.52430e+01    NaN            -9.42430e+01   
col_2020     4.56293e-01    6.69179e-01    6.75495e-01    5.37319e+01    NaN            -5.27319e+01   
col_2021     1.92217e-01    4.38020e-01    4.38425e-01    5.41299e+02    NaN            -5.40299e+02   
col_2022     5.27868e-02    2.25978e-01    2.29754e-01    3.83827e+01    -2.05244e-01   -3.73827e+01   
col_2023     8.33192e-02    2.87426e-01    2.88651e-01    1.18059e+02    NaN            -1.17059e+02   
col_2024     6.25473e-03    7.24535e-02    7.90869e-02    3.76333e+00    6.79885e-01    -2.76333e+00   
col_2025     2.53836e-01    5.03254e-01    5.03821e-01    4.44616e+02    NaN            -4.43616e+02   
col_2026     1.25165e-01    3.53688e-01    3.53786e-01    1.80393e+03    NaN            -1.80293e+03   
col_2027     2.23968e-02    1.37345e-01    1.49656e-01    4.26525e+00    5.75571e-01    -3.26525e+00   
col_2028     4.83179e-01    6.93883e-01    6.95111e-01    2.83299e+02    NaN            -2.82299e+02   
col_2029     2.13616e-01    4.61855e-01    4.62186e-01    6.98358e+02    NaN            -6.97358e+02   
col_2030     8.35054e-02    2.87202e-01    2.88973e-01    8.18246e+01    NaN            -8.08246e+01   
col_2031     5.21920e-03    6.59272e-02    7.22440e-02    5.97979e+00    NaN            -4.97979e+00   
col_2032     1.26304e-01    3.55191e-01    3.55393e-01    8.80500e+02    NaN            -8.79500e+02   
col_2033     9.81152e-01    9.90485e-01    9.90531e-01    1.06632e+04    NaN            -1.06622e+04   
col_2034     1.01290e+00    1.00557e+00    1.00643e+00    5.46093e+02    2.80325e-01    -5.45093e+02   
col_2035     6.16971e-02    2.46382e-01    2.48389e-01    4.44016e+01    5.37611e-01    -4.34016e+01   
col_2036     1.50369e-02    9.75169e-02    1.22625e-01    5.02456e+00    2.15836e-01    -4.02456e+00   
col_2037     1.36702e+00    1.16790e+00    1.16920e+00    2.08831e+04    -5.43926e-01   -2.08821e+04   
col_2038     7.28828e-01    8.45359e-01    8.53714e-01    1.64886e+02    -6.33429e-01   -1.63886e+02   
col_2039     3.12014e-01    5.50246e-01    5.58582e-01    1.82582e+02    -7.35922e-01   -1.81582e+02   
col_2040     7.39475e-02    2.66005e-01    2.71933e-01    1.72047e+02    6.63571e-01    -1.71047e+02   
