X|Y|Origin|Predict
924399.5|1933851|70.78|58.08
924448.6875|1933851|70.07|57.44
924497.8125|1933851|69.95|57.34
924500.625|1934159|45.07|34.47
924551.3125|1934312|31.64|23.78
924498.8125|1933953|180.9|170.08
924842.5|1933899|14.81|8.36
924594.375|1933644|357.97|368.61
924401.375|1934057|212.13|220.56
923959.8125|1934164|26.69|19.12
924451.125|1934108|34.49|26.19
924595.8125|1933798|48.33|39.06
924158.375|1934367|50|40.87
924402.8125|1934211|35.89|27.47
924649.125|1934260|23.26|15.84
924306.3125|1934417|21.31|14.04
924501.625|1934262|26.1|18.43
924794.3125|1934002|59.72|47.92
924647.3125|1934055|46.33|35.59
924695.5|1933952|64.44|52.12
924549.375|1934107|44.87|34.28
923909.6875|1934061|48.26|38.55
924550.8125|1934261|32.27|24.38
924207.875|1934418|13.68|7.52
924059|1934266|13.39|6.99
924008.5|1934112|69.95|58.99
923810.875|1934011|42.17|35.54
923859.625|1933959|38.9|29.22
924597.625|1934004|300.85|316.76
924596.8125|1933901|251.89|252.21
924549.8125|1934158|39.04|38.17
923860|1934011|45.13|34.81
924157.875|1934316|35.77|26.12
924353.1875|1934160|51.93|42.85
924452.875|1934313|39.04|30.70
924550.3125|1934210|33.37|25.40
924099.375|1933289|230.2|215.78
924345.3125|1933287|123.84|103.47
924395.8125|1933441|10.28|4.20
924489.875|1932977|178.02|169.49
924541.5|1933234|179.1|161.10
924490.875|1933080|225.27|210.80
924490.375|1933029|190.94|183.12
924740.5|1933489|291.71|295.08
924790.125|1933540|746.75|797.98
924642.625|1933541|675.74|717.33
924295.125|1933185|124.81|113.86
924889.875|1933693|528.3|646.34
924791.625|1933694|217.91|228.70
924443.625|1933286|416.32|442.14
924342.875|1933030|259.36|279.20
924196.3125|1933134|183.96|165.94
924244.125|1932980|115.56|100.50
924050.625|1933341|110.03|95.16
924790.625|1933591|297.68|274.22
923901.8125|1933188|171.81|167.87
924243.1875|1932877|70.34|55.35
924492.3125|1933234|59.18|70.05
924150|1933443|60.41|49.00
924049.6875|1933238|186.59|166.02
924001.5|1933342|10.37|4.27
924442.1875|1933132|166.73|152.58
924345.8125|1933338|81.54|69.47
924592.125|1933388|130.61|116.30
924590.6875|1933233|178.81|167.64
924640.3125|1933284|481.09|508.56
924641.1875|1933387|78.91|68.23
924293.3125|1932979|151.47|138.79
924248.8125|1933493|46.24|35.63
924343.375|1933082|126.56|133.58
924391.125|1932927|145.31|129.77
924097.5|1933084|190.03|168.45
924442.6875|1933183|74.07|61.16
924443.125|1933235|74.45|61.52
924445|1933440|138.74|123.22
924048.3125|1933084|124.9|122.78
924049.1875|1933187|73.94|55.78
924396.3125|1933492|183.74|160.21
924444.125|1933337|423.97|442.41
924346.625|1933441|142.94|123.23
924198.1875|1933340|284.08|276.14
924341.125|1932825|229.27|225.98
924346.1875|1933390|89.95|74.89
924491.3125|1933132|130.09|117.53
924689.5|1933284|776.07|853.70
924540.625|1933131|109.94|99.05
924495.5|1933594|237.1|233.51
924542.375|1933337|53.82|58.88
924541|1933183|55.69|46.21
924440.8125|1932978|226.66|214.08
924544.8125|1933593|353.79|363.69
924393|1933132|137.99|127.27
924394.875|1933338|333.67|329.49
924390.6875|1932876|179.84|172.65
924298.375|1933544|101.63|90.55
924889.375|1933642|375.71|382.92
924495.125|1933543|269.06|255.50
924247.875|1933391|39.47|29.53
924496|1933645|81.92|68.46
924295.625|1933236|178.92|157.43
924342.375|1932979|182.21|188.75
924147.625|1933186|116.71|101.63
924146.3125|1933032|119.99|104.81
924691.8125|1933541|407.29|400.35
924348.125|1933595|69.98|50.95
924246.375|1933237|68.24|56.25
924292.8125|1932928|177.53|175.08
924392.5|1933081|250.04|271.76
924493.625|1933388|97.65|84.16
924543.3125|1933439|90.18|82.53
924690.875|1933438|375.21|380.85
924692.8125|1933643|230.63|226.70
924939.375|1933744|97.09|89.62
924791.125|1933643|132.34|116.89
924493.1875|1933337|81.52|68.11
924292.3125|1932877|146.36|149.82
924347.625|1933544|403.79|405.89
924050.125|1933290|56.12|44.61
924440.375|1932927|90.79|76.83
924396.6875|1933543|69.32|50.40
924291.875|1932825|69.21|57.96
924194.875|1932980|56.18|44.53
924097.875|1933135|135.2|114.11
924148.125|1933237|120.6|105.94
924194.375|1932929|136.64|134.67
924000.125|1933187|73.66|55.54
924393.375|1933184|84.69|71.77
924197.6875|1933288|276.01|268.67
923951.3125|1933239|168.48|148.06
924540.125|1933080|233.68|227.19
924689.125|1933233|640.21|704.20
924593.875|1933593|457.51|543.89
924589.8125|1933131|134.86|124.46
924639.375|1933182|150.34|151.68
924741.875|1933643|117.56|110.86
924397.1875|1933595|284.99|274.12
924839.8125|1933591|281.84|284.67
924342|1932927|115.7|114.75
924394.375|1933287|221.9|207.14
924341.625|1932876|149.51|152.46
924196.8125|1933186|196.2|174.60
924099.8125|1933341|53.44|42.16
924248.3125|1933442|81.58|68.08
924441.3125|1933029|132.41|140.50
924100.8125|1933443|168.35|147.08
924642.125|1933490|258.12|233.24
924593|1933490|110.57|95.73
924890.3125|1933744|103.48|88.81
924098.375|1933187|192.76|172.17
924445.875|1933543|162.05|139.64
924347.125|1933492|9.22|3.21
924297.875|1933493|8.44|2.51
924296.5|1933339|130.14|110.98
923952.3125|1933342|94.19|80.42
924542.875|1933388|211.7|198.85
923951.8125|1933291|154.62|137.08
924639.8125|1933233|369.68|382.78
924742.8125|1933746|379.8|419.45
924593.5|1933542|443.03|466.81
924096.625|1932981|158.62|148.87
924246|1933185|155.23|148.79
924246.875|1933288|128.75|114.41
924195.375|1933032|145.55|140.36
924445.375|1933492|73.94|61.05
924446.875|1933646|105.41|103.43
924691.375|1933489|137.79|122.25
924294.625|1933133|57.62|48.27
924097|1933032|177.12|186.47
924446.375|1933594|88.06|74.97
924296.125|1933287|109.06|89.81
924198.625|1933391|277.31|268.70
924643.5|1933644|352.24|362.54
924643.125|1933593|796.37|852.68
924591.625|1933336|126.27|112.03
924591.125|1933285|210.26|204.27
924146.6875|1933083|299.45|287.19
924397.625|1933646|128.21|115.02
924294.1875|1933082|67.52|55.07
924199.625|1933494|144.92|125.87
924391.625|1932978|160.85|137.09
924247.375|1933339|42.14|31.91
923950.375|1933136|51.43|40.35
924145.8125|1932981|56.57|45.03
924048.8125|1933136|123.71|102.32
924444.5|1933389|195.01|182.63
924541.875|1933285|90.86|76.91
924098.875|1933238|128.86|108.16
924149.125|1933340|160.18|154.75
924441.8125|1933081|268.07|308.15
924344.8125|1933236|278.66|287.90
924293.6875|1933031|12.28|6.03
924297|1933390|102.08|88.66
924395.3125|1933389|206.03|187.69
924297.375|1933442|46.91|36.59
923952.8125|1933393|125.82|110.61
924590.3125|1933182|132.34|138.87
924392.125|1933030|267.01|264.16
924047.8125|1933033|179.41|161.93
924742.3125|1933694|291.8|294.73
924147.1875|1933135|242.03|220.92
924741.375|1933592|258.3|257.77
924939|1933693|422.89|436.32
924840.1875|1933642|352.42|411.16
924491.8125|1933183|267.73|259.64
924693.1875|1933695|190.19|174.91
924447.3125|1933697|198.29|204.75
924197.3125|1933237|151.97|137.62
924393.875|1933235|113.6|100.08
924692.3125|1933592|251.6|240.38
924195.8125|1933083|63.56|51.42
923999.625|1933136|159.19|138.15
924243.6875|1932928|93.13|85.95
923999.125|1933085|107.3|87.29
924000.625|1933239|176.31|154.88
924199.125|1933442|91.71|77.66
924544.3125|1933542|185.33|173.55
924543.8125|1933491|98.44|84.11
923901.3125|1933137|45.86|35.17
923579.375|1930212|0.74|-4.50
923631.375|1930520|0.88|-4.37
923581.3125|1930417|0.58|-4.63
923728.875|1930416|0.4|-4.82
923873.1875|1930055|10.31|4.40
923631.875|1930571|18.49|12.86
923930.3125|1930928|16.92|11.31
923436.125|1930676|27.7|21.94
924230.125|1931439|21.24|18.59
924029.125|1930978|12.08|6.60
923932.625|1931185|7.56|2.18
923886.3125|1931493|16.96|11.36
923584.625|1930777|17.35|11.75
923683.875|1930879|15.46|9.91
924422.3125|1930923|15.7|9.70
924228.8125|1931285|42.66|35.71
924079.8125|1931132|20.36|14.14
924177.6875|1931080|39.22|37.03
924379.125|1931592|69.25|61.88
924276.5|1931130|35.05|28.33
924131.3125|1931388|27.58|21.08
924219.875|1930309|1.69|-3.73
924329.875|1931592|3.42|-2.22
924319.6875|1930462|1.58|-3.82
923924.1875|1930260|0.79|-4.43
923931.6875|1931082|1.89|-3.45
923677.375|1930160|0.76|-4.47
923678.3125|1930262|0.45|-4.75
923981.875|1931184|1.19|-4.09
924180.375|1931388|4.03|-1.43
924427.8125|1931540|213.25|211.09
923884.375|1931288|10.93|4.97
923485.6875|1930727|30.31|24.54
924070.875|1930156|9.76|4.29
923730.3125|1930570|33.71|26.57
923727.875|1930313|3.51|-1.77
923533.5|1930572|24.88|19.14
924568.875|1930819|54.95|49.30
923833.8125|1931134|16.36|10.76
923434.6875|1930521|16.9|11.30
923727.375|1930262|4.82|-0.51
923386.375|1930625|40.97|35.13
924476.875|1931539|309.35|313.65
923983.3125|1931338|3.15|-2.11
924035.6875|1931697|61.88|55.15
923584.125|1930726|14.81|9.26
923735.875|1931186|13.03|7.52
923836.125|1931391|13.09|7.59
923685.8125|1931084|16.92|11.33
923535.375|1930777|20.14|14.49
924373|1930924|17.57|11.47
924329.375|1931541|24.82|18.10
924128.5|1931080|54.13|44.49
924470|1930769|10.94|5.17
924420.8125|1930769|9.22|3.53
923984.6875|1931492|22.7|16.40
924132.6875|1931542|56.95|50.12
924231.125|1931542|3.89|-1.81
923871.8125|1929901|2.23|-3.25
924131.8125|1931440|5.81|-0.16
924271.375|1930565|7.18|0.77
924082.125|1931389|22.91|16.83
924378.625|1931540|128.99|117.61
923826.3125|1930312|0.68|-4.54
923924.6875|1930312|0.77|-4.46
923930.8125|1930979|1.93|-3.39
923934.5|1931390|1.4|-3.86
923731.6875|1930724|1.48|-3.80
924618.5|1930870|25.24|18.75
923933.125|1931236|0.68|-4.53
923777.625|1930364|0.49|-4.72
923825.8125|1930261|0.74|-4.51
924229.6875|1931387|47.81|48.22
924423.625|1931077|96.08|92.22
923776.6875|1930262|11.11|6.94
923630.5|1930417|3.67|-1.61
923632.375|1930622|23.13|17.44
924278.375|1931336|72.16|70.34
923980.875|1931081|12.96|7.46
923935|1931441|13|7.50
923730.8125|1930622|6.88|1.53
923486.625|1930829|26.82|21.06
924028.1875|1930876|8.71|3.31
924132.3125|1931491|76.84|70.27
924373.875|1931027|24.52|18.13
924373.375|1930975|20.54|14.32
924280.1875|1931541|15.17|9.18
924323.375|1930873|14.08|8.14
924371.125|1930718|6.98|1.42
924520.625|1930923|2.59|-2.95
924276.875|1931182|8.42|2.10
923725.625|1930056|4.1|0.10
924071.375|1930207|4.03|-0.02
923784.6875|1931135|16.67|15.31
924328.125|1931387|228.58|237.26
923826.8125|1930364|0.67|-4.55
923827.3125|1930415|0.68|-4.53
923923.3125|1930157|0.9|-4.35
923925.125|1930363|0.77|-4.47
923824.875|1930158|0.83|-4.40
923636.125|1931033|3.38|-2.05
923982.3125|1931236|0.49|-4.73
923734.875|1931084|2.38|-2.98
924379.5|1931643|170.17|169.90
923532.125|1930418|0.83|-4.42
923779.125|1930518|0.79|-4.44
923729.3125|1930467|0.58|-4.66
923578.875|1930161|0.86|-4.38
923436.625|1930727|3.4|-2.04
923784.1875|1931083|32.69|26.89
923387.3125|1930727|34.24|28.44
924279.8125|1931490|136.84|130.07
924427.3125|1931488|173.54|161.26
923881.625|1930980|19.28|13.62
923775.8125|1930159|7.76|2.35
923785.625|1931237|18.88|13.24
923385.875|1930573|21.73|16.04
924036.125|1931749|140.13|133.25
924079.3125|1931081|33.71|27.39
924422.6875|1930975|31.25|24.98
923483.8125|1930521|9.22|3.78
924180.875|1931439|129.17|118.99
924133.625|1931645|55.51|49.20
924076.875|1930824|9.49|3.81
923481|1930213|8.14|2.50
924227.375|1931131|68.02|71.47
924130.875|1931337|5.76|-0.20
924034.8125|1931595|32.53|35.33
924134.125|1931697|38.86|32.43
924476.5|1931488|203.53|200.90
923832.875|1931031|23.17|17.36
923973.875|1930311|0.77|-4.47
923922.8125|1930106|0.95|-4.29
923780|1930621|0.97|-4.28
923484.3125|1930572|1.84|-3.49
923437.125|1930778|4.05|-1.43
923677.875|1930211|0.61|-4.61
923785.125|1931186|17.46|11.84
924085.375|1931748|145.08|138.07
923534.5|1930675|22.61|16.90
923437.5|1930830|46.44|40.66
923636.625|1931085|31.66|25.88
923984.1875|1931441|32.53|23.89
923485.3125|1930675|16|10.42
923686.3125|1931136|16.13|10.57
924228.3125|1931233|40.82|33.93
924182.3125|1931593|54.9|44.01
924327.625|1931335|52.27|44.40
924470.375|1930820|13.21|7.34
924027.3125|1930773|5.78|0.28
924419|1930564|1.49|-3.88
924471.8125|1930974|2.72|-2.84
924081.625|1931337|3.6|-2.08
923828.1875|1930518|3.29|-0.94
924083.875|1931594|42.57|30.72
924083.5|1931543|31.1|24.82
924378.125|1931489|197.73|203.11
924377.1875|1931386|252.74|262.81
924426.875|1931437|164.83|166.60
923876|1930363|0.76|-4.47
923972.125|1930106|1.01|-4.25
924032.875|1931389|1.71|-3.59
923981.375|1931133|1.78|-3.53
923872.8125|1930004|1.19|-4.09
924031|1931184|1.57|-3.73
923824.375|1930107|0.92|-4.34
923581.8125|1930469|0.77|-4.47
923728.375|1930365|0.31|-4.89
923933.625|1931287|0.45|-4.77
923726.125|1930108|0.88|-4.37
924320.125|1930513|22.75|19.17
923536.8125|1930932|46.26|40.51
923727|1930211|6.21|0.85
923825.375|1930210|7.51|2.11
923921.875|1930003|11.41|5.93
924569.8125|1930922|5.69|0.25
923983.8125|1931390|8.23|2.83
923337.8125|1930676|18.83|13.20
923978.625|1930825|5.62|0.28
923680.6875|1930519|4.82|-0.49
924273.3125|1930771|6.46|0.92
924178.625|1931182|32.22|25.56
924374.875|1931129|36.11|29.31
924372.125|1930821|11.83|6.02
924421.3125|1930821|13.21|7.34
924227.8125|1931182|36.99|30.20
923921.375|1929952|5.27|1.58
924518.8125|1930717|12.42|6.33
924324.8125|1931027|28.17|21.95
924377.625|1931437|288.86|296.26
924329|1931489|13.72|7.04
923882.125|1931031|2.03|-3.28
923923.8125|1930209|0.83|-4.40
923973.375|1930260|0.83|-4.43
924080.6875|1931235|1.96|-3.37
923777.1875|1930313|0.54|-4.68
923783.8125|1931032|2.12|-3.20
923586.375|1930982|4.1|-1.37
923874.125|1930158|8.44|3.03
923486.1875|1930778|58.81|53.03
923832.375|1930980|20.56|14.89
923676.375|1930057|9.45|3.99
923833.3125|1931083|20.38|14.72
923775.3125|1930107|8.6|3.17
924376.3125|1931283|29.75|28.35
923729.8125|1930519|4.73|-0.58
924618.125|1930819|22.86|16.93
924027.8125|1930824|6.55|1.21
923681.625|1930622|7.83|2.45
924471.375|1930923|14.65|8.49
924181.875|1931542|23.58|17.26
924226.875|1931079|58.93|60.91
924273.6875|1930822|10.01|4.28
924230.625|1931490|25.18|18.76
924028.6875|1930927|14.06|8.13
924326.1875|1931181|8.53|2.20
924279.3125|1931438|44.1|40.35
924269.5|1930360|10.71|5.70
924328.5|1931438|275.74|296.08
923875.625|1930312|0.77|-4.47
923876.5|1930415|0.76|-4.47
923736.375|1931238|2.34|-3.02
923873.6875|1930107|0.95|-4.32
923982.8125|1931287|0.14|-5.05
923676.875|1930108|0.88|-4.36
923680.1875|1930468|0.52|-4.69
924519.1875|1930768|1.58|-3.71
923337.3125|1930625|2.7|-2.67
923778.625|1930467|0.67|-4.55
923628.125|1930160|0.79|-4.44
923834.3125|1931186|23.45|17.76
923435.625|1930624|23.42|17.69
924021.6875|1930157|9.4|3.92
923681.125|1930571|35.89|29.45
924084.875|1931697|125.21|119.44
923776.3125|1930210|20.77|15.83
923487.125|1930881|80.12|74.68
923735.375|1931135|21.96|16.28
923726.5|1930159|7.42|2.03
923484.8125|1930624|21.19|15.51
923834.8125|1931237|31.57|29.68
923386.875|1930676|29.25|23.47
924275.625|1931027|47.45|39.40
924035.1875|1931646|24.43|18.70
924226.375|1931028|43.02|36.49
924082.625|1931440|17.57|11.96
923922.375|1930055|11.79|5.02
924569.375|1930871|23.29|15.60
924278.8125|1931387|39.1|32.23
924276|1931079|29.29|22.74
924374.375|1931078|30.87|24.25
924423.125|1931026|21.89|15.63
923435.1875|1930573|16.56|10.52
924084.375|1931646|147.15|148.97
924521.5|1931025|2.27|-3.22
924518.3125|1930666|15.39|7.64
923979.125|1930876|10.57|7.75
923881.125|1930928|15.61|14.01
924426.375|1931386|229.63|226.30
924523.8125|1931282|87.64|82.85
924474.625|1931282|87.08|69.97
924524.3125|1931333|75.89|69.60
924473.6875|1931180|10.13|3.60
924475.125|1931334|64.66|58.20
924425.875|1931334|58.09|55.09
924475.625|1931385|41.38|35.43
924425.5|1931283|49.63|42.53
924376.6875|1931335|116.89|117.88
924425|1931232|47.43|40.38
924156.5|1934162|26.96|19.24
924106.8125|1934111|31.46|23.62
924107.3125|1934162|76.72|65.29
924057.625|1934111|28.76|19.88
924156.125|1934111|46.39|35.74
924204.6875|1934059|248.56|250.48
924106.375|1934060|45.54|36.88
924155.125|1934008|85.68|75.18
924205.1875|1934110|67.45|65.73
924332.6875|1931900|100.85|101.53
924184.625|1931850|91.46|73.91
924332.3125|1931849|113.22|99.24
924184.1875|1931799|173.45|161.33
924428.8125|1931642|94.81|88.37
924380.375|1931746|50.98|44.46
924429.1875|1931694|154.19|149.98
924185.125|1931902|50.36|44.34
924429.6875|1931745|48.26|41.20
924233.375|1931798|86.13|69.12
924477.875|1931642|7.09|1.40
924380|1931694|167.96|161.88
924232.875|1931747|96.84|90.13
924431.125|1931899|73.44|60.45
924331.8125|1931797|85.66|68.68
924333.1875|1931952|113.99|100.01
924284.375|1932003|77.78|72.63
924283|1931849|186.66|172.01
924331.3125|1931746|43.85|31.94
924282.125|1931747|43.51|31.65
924235.3125|1932004|62.44|55.17
924233.875|1931850|104.38|85.67
924283.5|1931901|119.05|99.17
924302.625|1934006|50.51|41.12
924253.875|1934058|176.92|161.13
924203.8125|1933956|266.63|280.17
924253.375|1934007|141.03|128.09
924253|1933956|91.37|78.21
924204.3125|1934007|197.15|189.93
924636.125|1932822|343.06|361.99
924585.125|1932617|395.14|434.23
924588.375|1932977|149.72|136.70
924635.625|1932771|191.16|190.80
924586.125|1932720|203.36|188.78
924536.375|1932669|246.08|248.73
924536.8125|1932720|167.78|164.86
924734.875|1932873|533.84|590.92
924539.1875|1932977|289.62|282.20
924633.8125|1932565|284.89|284.72
924585.625|1932668|148.63|133.10
924637.125|1932925|400.03|403.29
924685.8125|1932873|548.5|597.78
924537.3125|1932772|188.5|187.79
924487.125|1932669|207.04|196.45
924636.625|1932873|541.84|589.69
924685.3125|1932822|163.75|148.17
924489.5|1932926|191.56|191.14
924538.6875|1932926|117.5|106.26
924634.3125|1932617|39.29|46.03
924586.5|1932771|199.73|192.87
924487.625|1932721|116.82|106.43
924587.875|1932925|359.41|374.31
924539.625|1933028|277.45|275.85
924438.5|1932721|366.98|384.63
924339.6875|1932671|133.67|120.96
924239.375|1932466|35.37|29.58
924191.625|1932621|82.87|73.11
924485.8125|1932515|47.92|39.06
924485.3125|1932464|41.22|32.73
924438|1932670|61.72|73.43
924336.875|1932363|27.23|18.88
924486.6875|1932618|216.34|215.50
924241.3125|1932672|80.28|67.48
924091.875|1932467|117.32|106.42
924584.1875|1932514|45.22|36.50
924384.625|1932208|196.79|180.85
924287.1875|1932312|13.63|10.00
924338.8125|1932568|46.55|46.63
924386.875|1932465|23.38|16.13
924288.125|1932414|16.74|12.54
924534.5|1932463|42.32|33.79
924386.5|1932413|23.96|16.69
924434.8125|1932310|6.5|0.73
924290.375|1932671|123.8|108.44
924534.125|1932412|66.01|57.80
924385.125|1932259|35.06|25.50
924141.625|1932518|40.73|37.21
924386|1932362|26.41|18.94
924337.8125|1932465|10.03|3.89
924238.625|1932363|3.94|-1.60
924191.1875|1932569|24.68|17.76
924340.625|1932773|127.69|120.14
924583.8125|1932463|50.36|41.45
924389.3125|1932722|89.44|82.00
924483.875|1932310|89.69|80.81
924584.6875|1932566|134.48|123.67
924290.875|1932722|101.25|87.47
924337.375|1932414|30.85|22.76
924290|1932620|27.2|19.68
924533.125|1932309|29.68|21.97
924387.375|1932516|29.25|21.55
924336.375|1932311|34.49|25.42
924433.8125|1932208|30.2|22.47
924532.1875|1932207|26.82|19.56
924240.875|1932620|111.04|99.10
924141.125|1932467|59.4|55.36
924535.375|1932566|63.86|56.01
924388.3125|1932619|66.76|59.91
924533.625|1932361|123.66|111.82
924142.125|1932570|45.2|36.10
924435.6875|1932413|32.62|24.69
924484.8125|1932412|89.1|77.24
924437.625|1932618|12.87|6.59
924340.125|1932722|53.73|52.71
924581.875|1932258|58.37|55.14
924289.5|1932568|78.86|75.99
924239.875|1932517|25.97|18.88
924092.375|1932519|105.93|102.59
924535|1932515|53.98|42.66
924633.3125|1932514|110.68|91.97
924436.625|1932516|41.53|33.01
924287.6875|1932363|40.91|31.75
924240.375|1932569|68.87|58.77
924486.3125|1932567|5.81|0.23
924288.625|1932466|8.42|2.54
924434.3125|1932259|47.56|43.09
924189.8125|1932415|65.5|62.09
924189.3125|1932364|85.32|79.55
924339.1875|1932619|35.01|26.91
924389.8125|1932773|261.05|274.41
924390.1875|1932824|344.07|371.67
924438.875|1932772|429.55|491.07
924575.875|1931590|115.27|95.68
924526.625|1931590|96.37|89.23
924576.3125|1931641|292.9|294.31
924526.1875|1931539|351.52|355.55
924477.375|1931591|153.49|142.09
924527.125|1931642|93.64|79.41
924428.3125|1931591|94.28|87.85
924676.125|1931794|10.57|4.45
924674.6875|1931640|114.52|96.83
924625.875|1931692|194.87|180.95
924528.875|1931847|104.69|90.60
924917.3125|1931278|72.22|64.82
924724.3125|1931691|10.04|3.52
924723.8125|1931640|10.78|4.16
924966.5|1931278|35.24|27.83
925065.8125|1931380|49.93|38.86
924334.625|1932106|47.03|36.82
924478.3125|1931693|210.78|200.86
925115.5|1931431|8.23|1.93
925115.875|1931482|21.02|22.02
924333.625|1932003|15.61|9.10
924625.375|1931641|41.09|32.37
924528|1931744|65.09|59.58
924284.875|1932055|105.35|83.16
924817.625|1931125|14.56|13.59
924916.375|1931176|39.13|35.14
924628.3125|1931949|33.8|27.46
924675.125|1931692|92.12|75.78
924674.1875|1931589|188.69|176.68
924921.375|1931741|146.3|141.12
924431.5|1931951|10.78|4.14
925116.375|1931534|53.41|50.18
925015.8125|1931278|35.93|28.47
924432.875|1932105|30.2|23.23
924866.8125|1931125|108.02|105.49
924478.8125|1931745|155.25|152.17
924967|1931329|7.13|0.99
925017.625|1931483|8.42|2.11
924480.1875|1931899|88.9|95.50
924773.5|1931691|46.35|38.44
924577.6875|1931795|149.63|131.67
925214.8125|1931533|249.71|263.83
925019.375|1931689|40.05|33.18
924966.125|1931227|90.27|92.15
924872.3125|1931741|43.06|34.86
925066.8125|1931483|8.44|2.14
924528.5|1931796|55.78|47.54
925016.6875|1931380|39.6|31.99
925066.3125|1931431|55.44|41.89
924626.375|1931743|123.21|117.56
924384.125|1932157|241.38|239.58
925165.625|1931533|216.16|202.49
924867.3125|1931176|33.84|26.50
924479.3125|1931796|125.95|112.62
924675.625|1931743|128.27|114.23
924818|1931177|4.14|-1.35
924725.1875|1931794|7.67|1.44
924724.8125|1931743|8.96|2.58
925068.125|1931637|21.73|22.88
925018.5|1931586|52.45|49.18
924921|1931689|42.44|34.71
924432.375|1932053|40.34|32.69
924821.6875|1931588|59.36|45.33
924439.375|1932824|188.86|180.70
924537.8125|1932823|331.27|318.28
924489|1932875|179.93|177.83
924671|1931229|78.25|62.05
924525.6875|1931488|101.03|83.06
924573.625|1931333|97.22|97.54
924476|1931437|183.64|189.83
924525.3125|1931436|12.29|5.47
924524.8125|1931385|67.3|60.87
924574.375|1931436|179.91|167.55
924623.125|1931384|163.19|165.59
924574|1931384|155.34|140.40
924622.6875|1931333|90.22|82.96
924671.875|1931332|97.61|79.93
924573.125|1931282|117|97.26
924622.1875|1931281|433.51|458.96
924721.125|1931332|102.96|94.50
924538.3125|1932874|27.88|20.50
924587|1932822|356.11|362.81
924587.375|1932874|453.37|485.28
924623.625|1931435|59.08|51.85
924575.375|1931538|260.17|296.06
924574.875|1931487|99.99|82.50
924625|1931589|205.4|191.64
924673.8125|1931538|87.89|70.70
924624.5|1931538|91.75|84.51
924717.3125|1930921|26.86|21.20
924668.1875|1930921|18.85|13.65
924767.5|1931023|16.56|10.52
924719.1875|1931126|47.95|35.40
924672.8125|1931435|188.51|176.40
924721.5|1931383|10.49|3.91
924770.8125|1931383|136.28|122.64
924771.1875|1931434|115.49|102.33
924672.375|1931383|137.07|122.28
924834.625|1933026|207.92|195.52
924835.125|1933077|743.13|803.32
924686.3125|1932924|582.84|623.47
924736.3125|1933027|243.05|240.00
924735.875|1932975|623.93|715.33
924637.5|1932976|330.61|333.02
924687.1875|1933027|87.73|80.05
924589.3125|1933079|36.31|28.98
924687.625|1933078|140.76|127.00
924884.3125|1933077|607.64|642.97
924688.125|1933130|191.66|184.11
924737.3125|1933129|115.78|108.99
924736.8125|1933078|239.38|235.92
924785.5|1933026|239.85|241.78
924933.375|1933076|172.48|170.00
924637.875|1933028|63.34|51.23
924883.875|1933025|496.33|503.09
924688.625|1933181|305.14|311.67
924785.125|1932975|650.61|745.32
924638.875|1933130|165.47|156.06
924786|1933078|303.21|308.31
924588.8125|1933028|147.83|135.99
924686.6875|1932976|112.16|97.24
924638.375|1933079|34.22|23.65
924935.8125|1933333|1109.21|1100.90
924885.6875|1933231|1218.49|1155.83
924689.875|1933335|658.8|690.63
924836.5|1933231|1309.37|1199.03
924737.6875|1933181|317|323.84
924739.625|1933386|145.78|140.90
924786.375|1933129|609.7|659.14
924789.3125|1933437|678.71|716.76
924885.3125|1933179|534.37|580.13
924836.125|1933180|924.66|968.99
924837.375|1933334|577.78|631.68
924739.125|1933335|481.91|490.48
924738.625|1933283|495.56|523.00
924690.375|1933387|562.34|591.62
924789.6875|1933488|688.36|748.25
924887.625|1933436|1211.22|1172.45
924838.375|1933437|858.42|933.14
924738.1875|1933232|370.3|391.29
924787.375|1933232|657.81|708.83
924786.875|1933180|806.63|847.05
924787.8125|1933283|462.44|497.34
924836.875|1933283|509.06|552.96
924886.625|1933334|1079.1|1075.12
924886.1875|1933282|1149.68|1123.25
924887.125|1933385|1346.31|1220.37
924936.3125|1933384|618.79|655.54
924835.625|1933128|931.5|1023.54
924640.8125|1933336|233.39|237.11
924935.3125|1933282|819.99|911.97
924934.8125|1933230|481.55|506.55
924740|1933438|567.63|621.17
924788.3125|1933334|333.58|327.76
924837.875|1933385|175.63|171.70
924788.8125|1933386|372.06|390.05
924933.875|1933128|322.92|338.02
924884.8125|1933128|836.06|879.12
924983.125|1933127|437.83|457.14
924936.6875|1933436|553.1|605.31
924770.3125|1931331|70.51|55.17
924768.875|1931177|55.08|41.62
924868.625|1931330|7.45|1.26
924818.875|1931279|55.82|42.23
924818.5|1931228|88.97|75.83
924719.625|1931178|49.25|41.22
924769.3125|1931228|62.69|48.28
924670.5|1931178|75.22|59.34
924734|1932770|503.1|593.66
924684.375|1932719|425|451.40
924733.125|1932667|316.93|313.11
924634.8125|1932668|369.31|390.99
924782.8125|1932718|288.99|285.95
924635.1875|1932719|515.83|559.81
924683.5|1932616|189.38|173.29
925464.875|1931993|60.23|52.99
925267.125|1931892|525.06|601.10
925117.8125|1931688|136.44|146.22
925217.625|1931841|96.7|89.55
925117.3125|1931636|42.82|31.06
925315.875|1931840|260.71|302.22
925169.3125|1931944|145.93|159.52
925166|1931584|189.2|195.63
925464.375|1931941|127.6|106.59
925315|1931737|147.33|132.37
925318.1875|1932097|40.52|34.07
